Gene ID	HMMER	Hotpep	DIAMOND	#ofTools	genome_name
c_000000000015_92	-	-	GT30	1	GCA_000183585_2_ASM18358v1_genomic
c_000000000015_134	-	-	CBM50	1	GCA_000183585_2_ASM18358v1_genomic
c_000000000015_136	-	-	GH73	1	GCA_000183585_2_ASM18358v1_genomic
c_000000000018_16	-	-	GH23	1	GCA_000183585_2_ASM18358v1_genomic
c_000000000025_55	-	-	GH13	1	GCA_000183585_2_ASM18358v1_genomic
c_000000000025_58	-	-	GH28	1	GCA_000183585_2_ASM18358v1_genomic
c_000000000026_14	-	-	GH13_11	1	GCA_000183585_2_ASM18358v1_genomic
c_000000000031_18	-	-	CE0	1	GCA_000183585_2_ASM18358v1_genomic
c_000000000031_25	-	-	GH152	1	GCA_000183585_2_ASM18358v1_genomic
c_000000000031_54	-	-	GH130	1	GCA_000183585_2_ASM18358v1_genomic
c_000000000040_10	-	-	GT58	1	GCA_000183585_2_ASM18358v1_genomic
c_000000000042_78	-	-	GH170	1	GCA_000183585_2_ASM18358v1_genomic
c_000000000042_91	-	-	GH13	1	GCA_000183585_2_ASM18358v1_genomic
c_000000000042_129	-	-	GH4	1	GCA_000183585_2_ASM18358v1_genomic
c_000000000042_134	-	-	GH84	1	GCA_000183585_2_ASM18358v1_genomic
c_000000000052_117	-	-	CBM50+GH25	1	GCA_000183585_2_ASM18358v1_genomic
c_000000000052_171	-	-	CBM50	1	GCA_000183585_2_ASM18358v1_genomic
c_000000000052_178	-	-	GT2	1	GCA_000183585_2_ASM18358v1_genomic
c_000000000053_6	-	-	GH1	1	GCA_000183585_2_ASM18358v1_genomic
c_000000000053_60	-	-	CBM50	1	GCA_000183585_2_ASM18358v1_genomic
c_000000000054_98	-	-	GH73	1	GCA_000183585_2_ASM18358v1_genomic
c_000000000054_145	-	-	GH170	1	GCA_000183585_2_ASM18358v1_genomic
c_000000000054_150	-	-	GH1	1	GCA_000183585_2_ASM18358v1_genomic
c_000000000055_26	-	-	GH23	1	GCA_000183585_2_ASM18358v1_genomic
c_000000000056_124	-	-	CBM0	1	GCA_000183585_2_ASM18358v1_genomic
c_000000000056_186	-	-	GT4	1	GCA_000183585_2_ASM18358v1_genomic
c_000000000057_60	-	-	GH5_11	1	GCA_000183585_2_ASM18358v1_genomic
c_000000000057_151	-	-	GT1	1	GCA_000183585_2_ASM18358v1_genomic
c_000000000057_181	-	-	CBM50	1	GCA_000183585_2_ASM18358v1_genomic
c_000000000058_23	-	-	GH13_30	1	GCA_000183585_2_ASM18358v1_genomic
c_000000000058_61	-	-	GT2	1	GCA_000183585_2_ASM18358v1_genomic
c_000000000058_154	-	-	GH1	1	GCA_000183585_2_ASM18358v1_genomic
c_000000000058_172	-	-	GT47	1	GCA_000183585_2_ASM18358v1_genomic
c_000000000058_201	-	-	GT83	1	GCA_000183585_2_ASM18358v1_genomic
c_000000000059_132	-	-	GH38	1	GCA_000183585_2_ASM18358v1_genomic
c_000000000001_1017	GH1(3-458)	GH1(1)	GH1	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_1031	CE6(54-145)	CE6(2)	CE0	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_123	GH1(7-467)	GH1(66)	GH1	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_125	GH1(6-485)	GH1(45)	GH1	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_1288	GH1(2-470)	GH1(1)	GH1	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_1352	GH1(5-486)	GH1(1)	GH1	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_1451	GT51(309-503)	-	GT51	2	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_1453	GT51(73-270)	-	GT51	2	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_312	GH1(3-459)	-	GH1	2	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_415	GH1(6-473)	GH1(11)	GH1	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_417	GH1(2-462)	GH1(66)	GH1	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_512	GH112(6-717)	GH112(1)	GH112	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_584	CE10(421-660)	-	-	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_720	GH31(472-719)+CBM32(1739-1870)	GH31(15)+CBM32(38)+CBM51(2)	CBM32+GH31	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_750	CE9(4-375)	CE9(43)	CE9	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_839	GT35(81-751)	GT35(1)	GT35	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_840	GH77(9-469)	GH77(5)	GH77	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_90	GH109(2-114)	-	-	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_906	CE4(91-224)	-	-	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_983	GH4(7-187)	GH4(1)	GH4	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000002_151	GH1(4-446)	GH1(11)	GH1	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000002_23	GH1(1-325)	-	GH1	2	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000002_235	GH1(2-472)	GH1(1)	GH1	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000002_247	GH38(5-277)	-	GH38	2	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000002_334	GH13_29(25-368)	GH13(3)	GH13_29	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000002_339	CE4(44-150)	CE4(84)	CE4	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000002_365	GH1(7-480)	GH1(2)	GH1	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000002_477	CE9(6-365)	-	CE9	2	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000002_480	GT51(50-221)	GT51(13)	GT51	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000002_502	GH43_24(22-267)	GH43(91)	GH43_24	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000002_526	GH4(6-183)	GH4(2)	GH4	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000002_600	GH1(1-476)	GH1(57)	GH1	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000002_602	GH1(6-478)	GH1(7)	GH1	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000002_610	GH109(5-119)	-	-	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000002_656	GT2_Glycos_transf_2(5-150)	GT2(193)	GT2	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000003_161	GH25(113-303)	GH25(33)	GH25	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000003_188	CBM48(21-104)+GH13_9(172-459)	GH13(20)+CBM48(6)	CBM48+GH13_9	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000003_196	GT2_Glycos_transf_2(8-160)	GT2(115)+GT4(135)	GT2	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000003_197	GT2_Glycos_transf_2(36-199)	GT2(83)+GT4(135)+GT8(43)	GT2	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000003_202	GT2_Glycos_transf_2(4-145)	GT2(18)	GT2	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000003_205	GT35(96-799)	GT35(1)	GT35	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000003_207	GH13_14(259-573)	GH13(10)+CBM25(3)+CBM41(5)+CBM48(16)+CBM68(1)	CBM48+GH13_14	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000003_428	GH1(5-480)	GH1(11)	GH1	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000003_429	GH1(7-473)	GH1(11)	GH1	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000003_53	GT4(207-348)	GT4(191)	GT4	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000003_54	GT2_Glycos_transf_2(11-77)	-	-	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000003_57	GT4(206-350)	-	GT4	2	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000003_58	GT2_Glycos_transf_2(7-111)	-	GT2	2	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000003_59	GT2_Glycos_transf_2(6-160)	-	GT2	2	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000003_71	GT2_Glycos_transf_2(5-127)	-	GT2	2	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000003_76	GH25(105-175)	GH25(49)	GH25	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000004_144	GH1(3-458)	GH1(20)	GH1	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000004_153	GH32(9-308)	GH32(38)+CBM38(7)	GH32	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000004_154	CE10(44-269)	-	-	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000004_155	CE10(26-276)	-	-	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000004_211	GH112(6-720)	GH112(1)	GH112	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000004_251	CE4(241-356)	CE4(67)	CE4	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000004_252	CE4(240-369)	CE4(67)	CE4	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000004_262	CE9(6-369)	CE9(63)	CE9	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000004_265	GH4(4-181)	GH4(14)	GH4	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000004_365	GH13_20(34-324)	GH13(61)	GH13	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000004_41	CBM66(237-391)+GH32(524-831)+CBM66(1094-1257)	GH32(3)+CBM38(1)+CBM66(1)	CBM66+GH32	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000004_428	GH1(1-476)	GH1(1)	GH1	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000004_67	GH109(4-117)	-	-	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000004_73	GH1(9-488)	GH1(45)	GH1	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000004_86	GH1(6-463)	GH1(11)	GH1	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000005_212	GH1(3-456)	GH1(6)	GH1	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000005_214	GH38(3-254)	GH38(10)	GH38	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000005_348	GH73(287-401)	GH73(56)	GH73	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000006_106	GT4(187-337)	-	GT4	2	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000006_107	GT4(187-298)	-	GT4	2	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000006_109	GT2_Glycos_transf_2(21-168)	-	GT2	2	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000006_11	CE1(83-248)	-	-	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000006_181	GT28(189-344)	GT28(25)	GT28	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000006_37	CE4(235-362)	-	CE4	2	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000006_45	GT4(164-312)	GT4(42)	GT4	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000006_47	GT4(207-351)	GT4(55)	GT4	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000006_65	GH25(6-181)	GH25(88)	GH25	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000006_9	CE4(243-359)	CE4(93)	CE4	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000006_94	CE4(222-356)	-	-	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000007_169	CE10(371-630)	-	-	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000007_176	GH1(3-466)	GH1(19)	GH1	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000007_204	GH1(3-463)	GH1(66)	GH1	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000007_88	GT5(3-475)	GT5(26)	GT5	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000008_101	CE10(30-243)	-	-	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000008_110	GH1(6-257)	GH1(48)	-	2	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000008_62	GT14(3-256)	-	GT0	2	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000009_134	CE1(14-249)	-	-	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000009_152	GT51(45-213)	GT51(58)	GT51	3	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000003_595	-	GH0(66)	-	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000003_34	-	GH23(34)	GH23	2	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000003_139	-	GH23(34)	GH23	2	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000002_479	-	GH23(192)	-	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000004_152	-	GH32(46)	-	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_1105	-	GH38(8)	-	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000004_13	-	CBM5(68)	-	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000006_161	-	CBM5(68)	-	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_236	-	CBM50(86)	-	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_6	-	-	GH38	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_184	-	-	GH23	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_254	-	-	GH23	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_665	-	-	GH23	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_778	-	-	GT2	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_794	-	-	CBM50	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_845	-	-	CBM50+GH25	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_934	-	-	GH92	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_967	-	-	GH73	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_972	-	-	CBM50	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_1003	-	-	GT1	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_1086	-	-	GH5_11	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_1180	-	-	GH28	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_1183	-	-	GH13	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_1464	-	-	GT2	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_1519	-	-	GH28	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_1524	-	-	GH13	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_1579	-	-	GT4	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_1584	-	-	GT83	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_1616	-	-	GT47	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_1634	-	-	GH1	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_1728	-	-	GT2	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_1766	-	-	GH13_30	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000002_268	-	-	GH13_31	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000002_270	-	-	GH13_23	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000002_323	-	-	GT2	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000002_335	-	-	GH13_29	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000002_421	-	-	GH13_11	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000002_449	-	-	GT58	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000002_520	-	-	GH84	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000002_525	-	-	GH4	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000002_564	-	-	GH13	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000002_578	-	-	GH170	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000003_35	-	-	GH23	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000003_44	-	-	GT0	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000003_55	-	-	GT2	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000003_63	-	-	GT2	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000003_64	-	-	GT2	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000003_187	-	-	GT2	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000003_191	-	-	GH25	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000003_258	-	-	GH13_31	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000003_406	-	-	CBM50	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000003_546	-	-	GH23	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000004_32	-	-	GH1	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000004_37	-	-	GH170	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000004_238	-	-	GH73	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000004_240	-	-	CBM50	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000004_280	-	-	GT30	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000004_398	-	-	GH152	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000004_482	-	-	GH130	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000005_91	-	-	GH3	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000005_111	-	-	GH23	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000005_161	-	-	GH23	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000005_178	-	-	GH23	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000006_111	-	-	GT9	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000006_147	-	-	GT4	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000006_197	-	-	CBM0	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000007_86	-	-	CBM48+GH13_9	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000007_159	-	-	CBM50	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000007_227	-	-	GH1	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000009_41	-	-	GH23	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000009_105	-	-	GH23	1	GCA_000225685_1_Erys_bact_2_2_44A_V1_genomic
c_000000000001_1009	CE9(4-375)	CE9(43)	CE9	3	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000001_1147	CE10(421-660)	-	-	1	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000001_1192	GH112(6-717)	GH112(1)	GH112	3	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000001_1371	GH1(11-480)	GH1(27)	GH1	3	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000001_1389	GH1(3-459)	GH1(19)	GH1	3	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000001_1492	GH1(7-467)	GH1(66)	GH1	3	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000001_1552	GH109(2-114)	-	-	1	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000001_1583	GH1(2-466)	GH1(1)	GH1	3	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000001_227	GT51(73-270)	-	GT51	2	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000001_229	GT51(353-547)	-	GT51	2	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000001_325	GH1(5-486)	GH1(1)	GH1	3	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000001_405	GH18(46-290)	-	GH18	2	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000001_531	GH1(2-470)	GH1(1)	GH1	3	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000001_727	CE6(54-145)	CE6(2)	CE0	3	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000001_785	GH4(7-187)	GH4(1)	GH4	3	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000001_799	GH73(288-404)	-	GH73	2	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000001_861	CE4(91-224)	-	-	1	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000001_929	GH77(9-469)	GH77(5)	GH77	3	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000001_930	GT35(81-751)	GT35(1)	GT35	3	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000002_1000	GH109(5-119)	-	-	1	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000002_1051	GT2_Glycos_transf_2(5-150)	GT2(193)	GT2	3	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000002_127	GT5(3-475)	GT5(26)	GT5	3	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000002_170	GH25(105-175)	GH25(49)	GH25	3	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000002_175	GT2_Glycos_transf_2(5-127)	-	GT2	2	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000002_187	GT2_Glycos_transf_2(6-160)	-	GT2	2	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000002_188	GT2_Glycos_transf_2(7-111)	-	GT2	2	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000002_189	GT4(206-350)	-	GT4	2	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000002_191	GT2_Glycos_transf_2(11-169)	-	GT2	2	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000002_192	GT4(207-346)	GT4(191)	GT4	3	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000002_306	GH1(3-456)	GH1(6)	GH1	3	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000002_308	GH38(3-254)	GH38(10)	GH38	3	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000002_42	GH1(3-466)	GH1(19)	GH1	3	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000002_434	GH73(287-401)	GH73(56)	GH73	3	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000002_459	GH1(3-471)	-	GH1	2	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000002_493	GH1(2-486)	GH1(1)	GH1	3	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000002_494	GH1(2-474)	GH1(2)	GH1	3	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000002_50	CE10(378-630)	-	-	1	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000002_538	GH1(4-470)	GH1(1)	GH1	3	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000002_631	GH38(5-277)	-	GH38	2	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000002_692	GH1(6-477)	GH1(11)	GH1	3	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000002_712	GH13_29(25-368)	GH13(3)	GH13_29	3	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000002_717	CE4(44-150)	CE4(84)	CE4	3	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000002_746	GH1(7-480)	GH1(2)	GH1	3	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000002_868	CE9(6-365)	-	CE9	2	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000002_872	GT51(50-221)	GT51(13)	GT51	3	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000002_894	GH43_24(22-267)	GH43(91)	GH43_24	3	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000002_918	GH4(6-183)	GH4(2)	GH4	3	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000002_990	GH1(1-476)	GH1(57)	GH1	3	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000002_992	GH1(6-478)	GH1(7)	GH1	3	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000003_290	GH1(6-257)	GH1(48)	-	2	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000003_302	CE10(30-243)	-	-	1	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000003_337	GT14(3-255)	-	GT0	2	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000003_509	GH1(7-473)	GH1(11)	GH1	3	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000003_510	GH1(5-480)	GH1(11)	GH1	3	GCA_000242195_1_Erys_bact_21_3_V1_genomic
c_000000000003_620	GH13_14(259-573)	GH13(10)+CBM25(3)+CBM41(5)+CBM48(16)+CBM68(1)	CBM48+GH13_14	3	GCA_000242195_1_Erys_bact_21_3_V1_genomic
